review_id,condition,provider,model,sample_id,run_index,review_reason,predicted_formula,gold_formula,predicted_question
MR-044,OpenAI direct,openai,gpt-5.6-terra,NLSTL150-063,0,Valid but non-identical formula; semantic equivalence not established,G(collision_free) & G(construction_detected -> F(safe_gap_found & F(lane_merge_completed & F(journey_resumed)))),G(collision_free) & F(construction_detected & safe_gap_found & lane_merge_completed & journey_resumed),
MR-045,OpenAI direct,openai,gpt-5.6-terra,NLSTL150-068,0,Valid but non-identical formula; semantic equivalence not established,G(merge_started = 1 -> (motorcycle_distance >= 5 & lead_vehicle_distance >= 5)),G(merge_started -> ((motorcycle_distance >= 5) & (lead_vehicle_distance >= 5))),
MR-045,Clarify-inspired OpenAI,clarify,clarifystl-inspired-openai-v1,NLSTL150-068,0,Valid but non-identical formula; semantic equivalence not established,G(merge_started = 1 -> (motorcycle_distance >= 5 & lead_vehicle_distance >= 5)),G(merge_started -> ((motorcycle_distance >= 5) & (lead_vehicle_distance >= 5))),
MR-046,Clarify-inspired Anthropic,clarify,clarifystl-inspired-anthropic-v1,NLSTL150-069,0,Valid but non-identical formula; semantic equivalence not established,G((proceed = 1) -> ((light_green = 1) & (pedestrian_in_crosswalk = 0))),G(proceed -> ((light_green = 1) & (pedestrian_in_crosswalk = 0))),
MR-047,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-069,0,Valid but non-identical formula; semantic equivalence not established,G(proceed -> (light_green & !pedestrian_in_crosswalk)),G(proceed -> ((light_green = 1) & (pedestrian_in_crosswalk = 0))),
MR-047,Clarify-inspired OpenAI,clarify,clarifystl-inspired-openai-v1,NLSTL150-069,0,Valid but non-identical formula; semantic equivalence not established,G(proceed -> (light_green & !pedestrian_in_crosswalk)),G(proceed -> ((light_green = 1) & (pedestrian_in_crosswalk = 0))),
MR-048,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-074,0,Valid but non-identical formula; semantic equivalence not established,"G(u_turn_started -> H[0,4](left_clear & right_clear))","G(u_turn_started -> H[0,4]((left_clear = 1) & (right_clear = 1)))",
MR-049,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-075,0,Valid but non-identical formula; semantic equivalence not established,"F[0,30](G[0,5](right_lane) & F(exit_taken))","F[0,30]((right_lane = 1) & G[0,5](right_lane = 1) & F(exit_taken = 1))",
MR-050,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-076,0,Valid but non-identical formula; semantic equivalence not established,"F[0,600](checkpoint_A & F(checkpoint_B & F(destination))) & G[0,600](!toll_road)","F[0,600](checkpoint_A & F(checkpoint_B & F(destination))) & G(!(toll_road = 1))",
MR-051,OpenAI direct,openai,gpt-5.6-terra,NLSTL150-078,0,Valid but non-identical formula; semantic equivalence not established,G((front_gap >= 8 & rear_gap >= 6) -> merge_started = 1),G(merge_started -> ((front_gap >= 8) & (rear_gap >= 6))),"What numerical thresholds on `front_gap` and `rear_gap` define a safe gap, and must `merge_started` become true immediately when both thresholds are satisfied?"
MR-051,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-078,0,Valid but non-identical formula; semantic equivalence not established,G((front_gap >= 8 & rear_gap >= 6) -> merge_started = 1),G(merge_started -> ((front_gap >= 8) & (rear_gap >= 6))),"What numeric thresholds define a 'safe gap' for front_gap and rear_gap (e.g., front_gap >= ? and rear_gap >= ?), and should 'merge' be interpreted as merge_started becoming true (rise(merge_started)) triggered by that safe-gap condition?"
MR-052,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-081,0,Valid but non-identical formula; semantic equivalence not established,"F[0,60](package_at_station_B)","F[0,60](package_at_station_B = 1)",
MR-053,OpenAI direct,openai,gpt-5.6-terra,NLSTL150-082,0,Valid but non-identical formula; semantic equivalence not established,"G(altitude < 120) & F[0,90](inspection_point = 1)","G(altitude <= 120) & F[0,90](inspection_point = 1)",
MR-053,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-082,0,Valid but non-identical formula; semantic equivalence not established,"G(altitude < 120) & F[0,90](inspection_point = 1)","G(altitude <= 120) & F[0,90](inspection_point = 1)",
MR-053,Clarify-inspired OpenAI,clarify,clarifystl-inspired-openai-v1,NLSTL150-082,0,Valid but non-identical formula; semantic equivalence not established,"G(altitude < 120) & F[0,90](inspection_point = 1)","G(altitude <= 120) & F[0,90](inspection_point = 1)",
MR-054,Clarify-inspired OpenAI,clarify,clarifystl-inspired-openai-v1,NLSTL150-083,0,Valid but non-identical formula; semantic equivalence not established,G(yielding -> ((accel >= -2) & (accel <= 1.5) & (jerk < 1))),G(yielding -> ((accel >= -2) & (accel <= 1.5) & (abs(jerk) < 1))),
MR-055,OpenAI direct,openai,gpt-5.6-terra,NLSTL150-083,0,Valid but non-identical formula; semantic equivalence not established,G(yielding = 1 -> (accel >= -2 & accel <= 1.5 & abs(jerk) < 1)),G(yielding -> ((accel >= -2) & (accel <= 1.5) & (abs(jerk) < 1))),
MR-056,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-083,0,Valid but non-identical formula; semantic equivalence not established,G(yielding = 1 -> (accel >= -2 & accel <= 1.5 & jerk < 1)),G(yielding -> ((accel >= -2) & (accel <= 1.5) & (abs(jerk) < 1))),
MR-057,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-086,0,Valid but non-identical formula; semantic equivalence not established,"G(enter_intersection -> H[0,2](light_green))","G(enter_intersection -> H[0,2](light_green = 1))",
MR-058,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-090,0,"Formula exact, but clarification question may target the wrong slot",G(repeated_horn -> ((speed = 0) U (other_vehicle_passed = 1))),G(repeated_horn -> ((speed = 0) U (other_vehicle_passed = 1))),"How should 'impatient' be detected (e.g., repeated_horn = 1) and what does 'let the other driver go first' correspond to in terms of speed and other_vehicle_passed (e.g., speed <= some value until other_vehicle_passed = 1)?"
MR-059,Clarify-inspired Anthropic,clarify,clarifystl-inspired-anthropic-v1,NLSTL150-090,0,Valid but non-identical formula; semantic equivalence not established,G((repeated_horn = 1) -> ((speed = 0) U (other_vehicle_passed = 1))),G(repeated_horn -> ((speed = 0) U (other_vehicle_passed = 1))),"Should 'impatient' be defined using the repeated_horn signal (e.g., repeated_horn becomes true) as the triggering condition, and should 'let them go first' be captured by requiring speed to stay below some threshold until other_vehicle_passed becomes true — if so, what speed threshold and time bound should apply?"
MR-060,OpenAI direct,openai,gpt-5.6-terra,NLSTL150-090,0,Valid but non-identical formula; semantic equivalence not established,G(repeated_horn = 1 -> ((speed = 0) U (other_vehicle_passed = 1))),G(repeated_horn -> ((speed = 0) U (other_vehicle_passed = 1))),Which canonical predicates and temporal relationship should represent “the other driver seems impatient” and “let the other driver go first”?
MR-061,Clarify-inspired OpenAI,clarify,clarifystl-inspired-openai-v1,NLSTL150-091,0,"Formula exact, but clarification question may target the wrong slot","G[10,150]((x1 > 0.2) -> F[0,30](x2 < 0.5))","G[10,150]((x1 > 0.2) -> F[0,30](x2 < 0.5))","What precisely should “x2 will decrease for the next 30 seconds” mean: strictly monotonically decreasing throughout that interval, below its value at the trigger time throughout it, or something else?"
MR-062,Clarify-inspired Anthropic,clarify,clarifystl-inspired-anthropic-v1,NLSTL150-091,0,"Formula exact, but clarification question may target the wrong slot","G[10,150]((x1 > 0.2) -> F[0,30](x2 < 0.5))","G[10,150]((x1 > 0.2) -> F[0,30](x2 < 0.5))","When you say signal x2 will 'decrease' for the next 30 seconds, do you mean it must fall below a specific numeric threshold, decrease by a specific amount from its value at the trigger time, or be strictly monotonically decreasing throughout that interval?"
MR-063,OpenAI direct,openai,gpt-5.6-terra,NLSTL150-091,0,Valid but non-identical formula; semantic equivalence not established,"G[10,150]((x1 > 0.2) -> G[0,30](x2 < 0.5))","G[10,150]((x1 > 0.2) -> F[0,30](x2 < 0.5))","What precise predicate or trend semantics should represent “x2 will decrease for the next 30 seconds” (for example, a specified threshold condition, a derivative bound, or comparison with its value at the trigger time)?"
MR-064,Clarify-inspired Anthropic,clarify,clarifystl-inspired-anthropic-v1,NLSTL150-093,0,Valid but non-identical formula; semantic equivalence not established,"G(rise(fault) -> F[0,5](recovery = 1))","G(rise(fault = 1) -> F[0,5](recovery = 1))",Within how many time units after a fault (rise(fault)) must recovery become true?
MR-065,OpenAI direct,openai,gpt-5.6-terra,NLSTL150-093,0,Valid but non-identical formula; semantic equivalence not established,"G(rise(fault) -> F[0,5](rise(recovery)))","G(rise(fault = 1) -> F[0,5](recovery = 1))",What finite time interval defines “soon” after rise(fault) for rise(recovery) to occur?
MR-065,Anthropic direct,anthropic,claude-sonnet-5,NLSTL150-093,0,Valid but non-identical formula; semantic equivalence not established,"G(rise(fault) -> F[0,5](rise(recovery)))","G(rise(fault = 1) -> F[0,5](recovery = 1))","What is the specific time bound (interval [a,b]) that defines ""soon"" for recovery to begin after a fault?"
MR-065,Clarify-inspired OpenAI,clarify,clarifystl-inspired-openai-v1,NLSTL150-093,0,Valid but non-identical formula; semantic equivalence not established,"G(rise(fault) -> F[0,5](rise(recovery)))","G(rise(fault = 1) -> F[0,5](recovery = 1))",What maximum time after rise(fault) must rise(recovery) occur?
MR-066,Clarify-inspired Anthropic,clarify,clarifystl-inspired-anthropic-v1,NLSTL150-096,0,Valid but non-identical formula; semantic equivalence not established,"G(rise(tank_level > 90) -> F[0,2](inlet_closed = 1))","G((tank_level > 90) -> F[0,2](inlet_closed = 1))","What numeric threshold defines 'nearly full' for tank_level, and what is the maximum time delay (in seconds) allowed before inlet_closed must become true afterward?"
MR-067,Clarify-inspired OpenAI,clarify,clarifystl-inspired-openai-v1,NLSTL150-099,0,Valid but non-identical formula; semantic equivalence not established,"G(((rise(valve_A_open = 1) & (near_A_B = 1) & (pump_C = 1)) -> F[0,2](pump_C = 0)))","G(((valve_A_open = 1) & (near_A_B = 1) & (pump_C = 1)) -> F[0,2](pump_C = 0))","When valve A opens (i.e., valve_A_open rises) while near_A_B and pump_C are true, should pump_C be required to become false within 2 seconds?"
MR-068,OpenAI direct,openai,gpt-5.6-terra,NLSTL150-100,0,Valid but non-identical formula; semantic equivalence not established,"F[0,60](station_any_r1 = 1) & F[0,60](station_any_r2 = 1) & F[0,60](station_any_r3 = 1)","F[0,60](station_any_r1) & F[0,60](station_any_r2) & F[0,60](station_any_r3)","Which canonical signal or predicate represents each individual robot being at (or arriving at) a charging station, so that “every robot” and “visit” can be formalized?"
MR-068,Clarify-inspired Anthropic,clarify,clarifystl-inspired-anthropic-v1,NLSTL150-100,0,Valid but non-identical formula; semantic equivalence not established,"F[0,60](station_any_r1 = 1) & F[0,60](station_any_r2 = 1) & F[0,60](station_any_r3 = 1)","F[0,60](station_any_r1) & F[0,60](station_any_r2) & F[0,60](station_any_r3)","Should the 60-second charging-station visit requirement apply only once starting at time 0, or must each robot visit a charging station within every recurring 60-second window throughout the trace?"
